abstract,KeyWords,type,jounary,DOI,title,author,category,fund,public_date,author info
"摘要
Previous studies have showed clinical characteristics of patients with the 2019 novel coronavirus disease (COVID-19) and the evidence of person-to-person transmission. Limited data are available for asymptomatic infections. This study aims to present the clinical characteristics of 24 cases with asymptomatic infection screened from close contacts and to show the transmission potential of asymptomatic COVID-19 virus carriers. Epidemiological investigations were conducted among all close contacts of COVID-19 patients (or suspected patients) in Nanjing, Jiangsu Province, China, from Jan 28 to Feb 9, 2020, both in clinic and in community. Asymptomatic carriers were laboratory-confirmed positive for the COVID-19 virus by testing the nucleic acid of the pharyngeal swab samples. Their clinical records, laboratory assessments, and chest CT scans were reviewed. As a result, none of the 24 asymptomatic cases presented any obvious symptoms while nucleic acid screening. Five cases (20.8%) developed symptoms (fever, cough, fatigue, etc.) during hospitalization. Twelve (50.0%) cases showed typical CT images of ground-glass chest and 5 (20.8%) presented stripe shadowing in the lungs. The remaining 7 (29.2%) cases showed normal CT image and had no symptoms during hospitalization. These 7 cases were younger (median age: 14.0 years; P=0.012) than the rest. None of the 24 cases developed severe COVID-19 pneumonia or died. The median communicable period, defined as the interval from the first day of positive nucleic acid tests to the first day of continuous negative tests, was 9.5 days (up to 21 days among the 24 asymptomatic cases). Through epidemiological investigation, we observed a typical asymptomatic transmission to the cohabiting family members, which even caused severe COVID-19 pneumonia. Overall, the asymptomatic carriers identified from close contacts were prone to be mildly ill during hospitalization. However, the communicable period could be up to three weeks and the communicated patients could develop severe illness. These results highlighted the importance of close contact tracing and longitudinally surveillance via virus nucleic acid tests. Further isolation recommendation and continuous nucleic acid tests may also be recommended to the patients discharged.",作者关键词:COVID-19; asymptomatic infections; close contact; China,文献类型:Article; Early Access,SCIENCE CHINA-LIFE SCIENCES,10.1007/s11427-020-1661-4,"Clinical characteristics of 24 asymptomatic infections with COVID-19 screened among close contacts in Nanjing, China","作者:Hu, ZL (Hu, Zhiliang)[ 1,2 ] ; Song, C (Song, Ci)[ 2,3 ] ; Xu, CJ (Xu, Chuanjun)[ 4 ] ; Jin, GF (Jin, Guangfu)[ 2,3 ] ; Chen, YL (Chen, Yaling)[ 1 ] ; Xu, X (Xu, Xin)[ 2 ] ; Ma, HX (Ma, Hongxia)[ 2,3 ] ; Chen, W (Chen, Wei)[ 5 ] ; Lin, Y (Lin, Yuan)[ 6 ] ; Zheng, YS (Zheng, Yishan)[ 7 ] ...更多内容",研究方向:Life Sciences & Biomedicine - Other Topics,project of Jiangsu province medical youth talent ,MAR 2020,"Nanjing Univ Chinese Med, Hosp Nanjing 2, Nanjing Infect Dis Ctr, Nanjing 210003, Peoples R China.
[ 1 ] Nanjing Univ Chinese Med, Hosp Nanjing 2, Nanjing Infect Dis Ctr, Nanjing 210003, Peoples R China
[ 2 ] Nanjing Med Univ, Sch Publ Hlth, Dept Epidemiol, Ctr Global Hlth, Nanjing 211166, Peoples R China
[ 3 ] Nanjing Med Univ, State Key Lab Reprod Med, Nanjing 211166, Peoples R China
[ 4 ] Nanjing Univ Chinese Med, Hosp Nanjing 2, Dept Radiol, Nanjing 210003, Peoples R China
[ 5 ] Nanjing Univ Chinese Med, Hosp Nanjing 2, Dept Clin Res Ctr, Nanjing 210003, Peoples R China
[ 6 ] Nanjing Med Univ, Sch Publ Hlth, Dept Maternal Child & Adolescent Hlth, Nanjing 211166, Peoples R China
[ 7 ] Nanjing Univ Chinese Med, Hosp Nanjing 2, Dept Crit Med, Nanjing 210003, Peoples R China
"
"摘要
An outbreak of a novel coronavirus (COVID-19 or 2019-CoV) infection has posed significant threats to international health and the economy. In the absence of treatment for this virus, there is an urgent need to find alternative methods to control the spread of disease. Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA-virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19. We suggest that the nutritional status of each infected patient should be evaluated before the administration of general treatments and the current children's RNA-virus vaccines including influenza vaccine should be immunized for uninfected people and health care workers. In addition, convalescent plasma should be given to COVID-19 patients if it is available. In conclusion, we suggest that all the potential interventions be implemented to control the emerging COVID-19 if the infection is uncontrollable.",作者关键词:2019-CoV; coronavirus; COVID-19; MERS; potential interventions; SARS,文献类型:Review,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25707,Potential interventions for novel coronavirus in China: A systematic review,"作者:Zhang, L (Zhang, Lei)[ 1 ] ; Liu, YH (Liu, Yunhui)[ 1 ]",研究方向:Virology,"Key Laboratory of Neurooncology in Liaoning Province, China ",出版年: MAY 2020,"China Med Univ, Dept Neurosurg, Shengjing Hosp, 36 Sanhao St, Shenyang 110004, Liaoning, Peoples R China.
[ 1 ] China Med Univ, Dept Neurosurg, Shengjing Hosp, 36 Sanhao St, Shenyang 110004, Liaoning, Peoples R China
"
"摘要
Purpose Coronavirus disease (COVID-19) has rapidly emerged as a global health threat. The purpose of this article is to share our local experience of stepping up infection control measures in ophthalmology to minimise COVID-19 infection of both healthcare workers and patients. Methods Infection control measures implemented in our ophthalmology clinic are discussed. The measures are based on detailed risk assessment by both local ophthalmologists and infection control experts. Results A three-level hierarchy of control measures was adopted. First, for administrative control, in order to lower patient attendance, text messages with an enquiry phone number were sent to patients to reschedule appointments or arrange drug refill. In order to minimise cross-infection of COVID-19, a triage system was set up to identify patients with fever, respiratory symptoms, acute conjunctivitis or recent travel to outbreak areas and to encourage these individuals to postpone their appointments for at least 14 days. Micro-aerosol generating procedures, such as non-contact tonometry and operations under general anaesthesia were avoided. Nasal endoscopy was avoided as it may provoke sneezing and cause generation of droplets. All elective clinical services were suspended. Infection control training was provided to all clinical staff. Second, for environmental control, to reduce droplet transmission of COVID-19, installation of protective shields on slit lamps, frequent disinfection of equipment, and provision of eye protection to staff were implemented. All staff were advised to measure their own body temperatures before work and promptly report any symptoms of upper respiratory tract infection, vomiting or diarrhoea. Third, universal masking, hand hygiene, and appropriate use of personal protective equipment (PPE) were promoted. Conclusion We hope our initial experience in stepping up infection control measures for COVID-19 infection in ophthalmology can help ophthalmologists globally to prepare for the potential community outbreak or pandemic. In order to minimise transmission of COVID-19, ophthalmologists should work closely with local infection control teams to implement infection control measures that are appropriate for their own clinical settings.",作者关键词:Coronavirus; COVID-19; Hong Kong; Infection control; Ophthalmology; SARS-CoV-2,文献类型:Article,GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,10.1007/s00417-020-04641-8,Stepping up infection control measures in ophthalmology during the novel coronavirus outbreak: an experience from Hong Kong,"作者:Lai, THT (Lai, Tracy H. T.)[ 1,2 ] ; Tang, EWH (Tang, Emily W. H.)[ 1,2 ] ; Chau, SKY (Chau, Sandy K. Y.)[ 3 ] ; Fung, KSC (Fung, Kitty S. C.)[ 4 ] ; Li, KKW (Li, Kenneth K. W.)[ 1,2 ]",研究方向:Ophthalmology,,出版年: MAY 2020,"United Christian Hosp, Dept Ophthalmol, Kwun Tong, Kowloon, 130 Hip Wo St, Hong Kong, Peoples R China.
Tseung Kwan O Hosp, Dept Ophthalmol, Tseung Kwan O, 2 Po Ning Path, Hong Kong, Peoples R China.
[ 1 ] United Christian Hosp, Dept Ophthalmol, Kwun Tong, Kowloon, 130 Hip Wo St, Hong Kong, Peoples R China
[ 2 ] Tseung Kwan O Hosp, Dept Ophthalmol, Tseung Kwan O, 2 Po Ning Path, Hong Kong, Peoples R China
[ 3 ] Tseung Kwan O Hosp, Dept Pathol, Tseung Kwan O, 2 Po Ning Path, Hong Kong, Peoples R China
[ 4 ] United Christian Hosp, Dept Pathol, Kwun Tong, Kowloon, 130 Hip Wo St, Hong Kong, Peoples R China
"
,,文献类型:Editorial Material,HEALTH CARE FOR WOMEN INTERNATIONAL,10.1080/07399332.2020.1747311,COVID 19 uncertainty,"作者:Covan, EK (Covan, Eleanor Krassen)","研究方向:Public, Environmental & Occupational Health; Women's Studies",,出版年: MAR 3 2020,
,,文献类型:Editorial Material,INTENSIVE CARE MEDICINE,10.1007/s00134-020-05976-w,Imaging changes in severe COVID-19 pneumonia,"作者:Zhang, W (Zhang, Wei)[ 1 ]",研究方向:General & Internal Medicine,,出版年: APR 2020,"Zunyi Med Univ, Affiliated Hosp, Dept Emergency & Crit Care Med, 149 Dalian Rd, Zunyi 563000, Guizhou, Peoples R China.
[ 1 ] Zunyi Med Univ, Affiliated Hosp, Dept Emergency & Crit Care Med, 149 Dalian Rd, Zunyi 563000, Guizhou, Peoples R China
"
"摘要
The 2019 novel coronavirus (2019-nCoV) outbreak has caused a large number of deaths with thousands of confirmed cases worldwide, especially in East Asia. This study took an immunoinformatics approach to identify significant cytotoxic T lymphocyte (CTL) and B cell epitopes in the 2019-nCoV surface glycoprotein. Also, interactions between identified CTL epitopes and their corresponding major histocompatibility complex (MHC) class I supertype representatives prevalent in China were studied by molecular dynamics simulations. We identified five CTL epitopes, three sequential B cell epitopes and five discontinuous B cell epitopes in the viral surface glycoprotein. Also, during simulations, the CTL epitopes were observed to be binding MHC class I peptide-binding grooves via multiple contacts, with continuous hydrogen bonds and salt bridge anchors, indicating their potential in generating immune responses. Some of these identified epitopes can be potential candidates for the development of 2019-nCoV vaccines.",作者关键词:2019-nCoV; coronavirus; COVID-19; epitope prediction; immunoinformatics; SARS-CoV-2,文献类型:Article,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25698,Immunoinformatics-aided identification of T cell and B cell epitopes in the surface glycoprotein of 2019-nCoV,"作者:Baruah, V (Baruah, Vargab)[ 1 ] ; Bose, S (Bose, Sujoy)[ 1 ]",研究方向:Virology,,出版年: MAY 2020,"Gauhati Univ, Dept Biotechnol, Gauhati 781014, Assam, India.
[ 1 ] Gauhati Univ, Dept Biotechnol, Gauhati 781014, Assam, India
"
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m854,Covid-19: UK could delay non-urgent care and call doctors back from leave and retirement,"作者:Mahase, E (Mahase, Elisabeth)",研究方向:General & Internal Medicine,,出版年: MAR 3 2020,
,,文献类型:Editorial Material; Early Access,INTENSIVE CARE MEDICINE,10.1007/s00134-020-05955-1,COVID-19: a novel coronavirus and a novel challenge for critical care,"作者:Arabi, YM (Arabi, Yaseen M.)[ 1,2,3 ] ; Murthy, S (Murthy, Srinivas)[ 4 ] ; Webb, S (Webb, Steve)[ 5 ]",研究方向:General & Internal Medicine,,MAR 2020,"Minist Natl Guard Hlth Affairs, Intens Care Dept, Riyadh, Saudi Arabia.
[ 1 ] Minist Natl Guard Hlth Affairs, Intens Care Dept, Riyadh, Saudi Arabia
[ 2 ] King Abdullah Int Med Res Ctr, Riyadh, Saudi Arabia
[ 3 ] King Saud Bin Abdulaziz Univ Hlth Sci, ICU 1425,POB 22490, Riyadh 11426, Saudi Arabia
[ 4 ] Univ British Columbia, Vancouver, BC V6H 3V4, Canada
[ 5 ] Monash Univ, Sch Publ Hlth & Prevent Med, Melbourne, Vic, Australia
"
,,文献类型:Letter; Early Access,INTENSIVE CARE MEDICINE,10.1007/s00134-020-05991-x,"Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China","作者:Ruan, QR (Ruan, Qiurong)[ 1,2 ] ; Yang, K (Yang, Kun)[ 3 ] ; Wang, WX (Wang, Wenxia)[ 4 ] ; Jiang, LY (Jiang, Lingyu)[ 5 ] ; Song, JX (Song, Jianxin)[ 4 ]",研究方向:General & Internal Medicine,"Emergency Project for the Prevention and Control of the Novel Coronavirus (SARS-CoV-2) Outbreak in Hubei Province, China ",MAR 2020,"Huazhong Univ Sci & Technol, Tongji Hosp, Dept Infect Dis, Tongji Med Coll, 1095 Jiefang Ave, Wuhan 430030, Hubei, Peoples R China.
[ 1 ] Huazhong Univ Sci & Technol, Inst Pathol, Tongji Hosp, Tongji Med Coll, 1095 Jiefang Ave, Wuhan 430030, Hubei, Peoples R China
[ 2 ] Huazhong Univ Sci & Technol, Sch Basic Med, Dept Pathol, Tongji Med Coll, 1095 Jiefang Ave, Wuhan 430030, Hubei, Peoples R China
[ 3 ] Huazhong Univ Sci & Technol, Dept Dermatol, Tongji Med Coll, Tongji Hosp, 1095 Jiefang Ave, Wuhan 430030, Hubei, Peoples R China
[ 4 ] Huazhong Univ Sci & Technol, Tongji Hosp, Dept Infect Dis, Tongji Med Coll, 1095 Jiefang Ave, Wuhan 430030, Hubei, Peoples R China
[ 5 ] Huazhong Univ Sci & Technol, Tongji Hosp, Dept Clin Immunol, Tongji Med Coll, 1095 Jiefang Ave, Wuhan 430030, Hubei, Peoples R China
"
"摘要
Nowadays, sustainable development is considered a key concept and solution in creating a promising and prosperous future for human societies. Nevertheless, there are some predicted and unpredicted problems that epidemic diseases are real and complex problems. Hence, in this research work, a serious challenge in the sustainable development process was investigated using the classification of confirmed cases of COVID-19 (new version of Coronavirus) as one of the epidemic diseases. Hence, binary classification modeling was used by the group method of data handling (GMDH) type of neural network as one of the artificial intelligence methods. For this purpose, the Hubei province in China was selected as a case study to construct the proposed model, and some important factors, namely maximum, minimum, and average daily temperature, the density of a city, relative humidity, and wind speed, were considered as the input dataset, and the number of confirmed cases was selected as the output dataset for 30 days. The proposed binary classification model provides higher performance capacity in predicting the confirmed cases. In addition, regression analysis has been done and the trend of confirmed cases compared with the fluctuations of daily weather parameters (wind, humidity, and average temperature). The results demonstrated that the relative humidity and maximum daily temperature had the highest impact on the confirmed cases. The relative humidity in the main case study, with an average of 77.9%, affected positively, and maximum daily temperature, with an average of 15.4 degrees C, affected negatively, the confirmed cases.",作者关键词:sustainable development; COVID-19; GMDH algorithm; binary classification; environmental factors,文献类型:Article,SUSTAINABILITY,2427,Investigating a Serious Challenge in the Sustainable Development Process: Analysis of Confirmed cases of COVID-19 (New Type of Coronavirus) Through a Binary Classification Using Artificial Intelligence and Regression Analysis,"作者:Pirouz, B (Pirouz, Behrouz)[ 1 ] ; Haghshenas, SS (Haghshenas, Sina Shaffiee)[ 2 ] ; Haghshenas, SS (Haghshenas, Sami Shaffiee)[ 2 ] ; Piro, P (Piro, Patrizia)[ 2 ]",研究方向:Science & Technology - Other Topics; Environmental Sciences & Ecology,,出版年: MAR 2 2020,"Univ Calabria, Dept Civil Engn, I-87036 Arcavacata Di Rende, Italy.
[ 1 ] Univ Calabria, Dept Mech Energy & Management Engn, I-87036 Arcavacata Di Rende, Italy
[ 2 ] Univ Calabria, Dept Civil Engn, I-87036 Arcavacata Di Rende, Italy
"
"摘要
2019年12月以来,湖北省武汉市暴发新型冠状病毒肺炎流行,疫情很快扩散,形势严峻。随着疫情高峰及更多地区开展病原学检测,儿童感染报告病例数正在明显增多,备受各方关注和高度重视。中华医学会儿科学分会和中华儿科杂志编辑委员会组织相关专业专家在总结部分儿童病例流行病学特征和临床疾病特点的基础上,重点就儿童病例诊断标准、处置流程、治疗和防控等提出建议。",作者关键词:儿童; 2019新型冠状病毒感染; 诊断与防治建议,文献类型:Article,Chinese Journal of Pediatrics,,"Recommendations for the diagnosis, prevention and control of the 2019 novel coronavirus infection in children (first interim edition)","作者:The Society of Pediatrics, Chinese Medical Association; The Editorial Board, Chinese Journal of Pediatrics",研究方向:General & Internal Medicine,,出版年: 2020,"地址: The Society of Pediatrics, Chinese Medical Association, The Society of Pediatrics,Chinese Medical Association.
The Editorial Board, Chinese Journal of Pediatrics, the Editorial Board,Chinese Journal of Pediatrics."
,,文献类型:Editorial Material,OIL & GAS JOURNAL,MAR 2 2020,Oil in the time of COVID-19,作者:[Anonymous],研究方向:Energy & Fuels; Engineering,,出版年: MAR 2 2020,
,,文献类型:Letter,BMJ-BRITISH MEDICAL JOURNAL,m764,CORONAVIRUS COVERAGE Covid-19: a digital epidemic,"作者:Chiolero, A (Chiolero, Arnaud)[ 1 ]",研究方向:General & Internal Medicine,,出版年: MAR 2 2020,"Univ Fribourg, PopHealthLab, Populat Hlth Lab, CH-1700 Fribourg, Switzerland.
[ 1 ] Univ Fribourg, PopHealthLab, Populat Hlth Lab, CH-1700 Fribourg, Switzerland
"
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m833,"Covid-19: US health department staff sent to meet citizens returning from China weren't protected, claims whistleblower","作者:Dyer, O (Dyer, Owen)",研究方向:General & Internal Medicine,,出版年: MAR 2 2020,
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m831,"Covid-19: retired doctors could be asked to return to work, says Hancock","作者:Mahase, E (Mahase, Elisabeth)",研究方向:General & Internal Medicine,,出版年: MAR 2 2020,
,,文献类型:Editorial Material; Early Access,INTENSIVE CARE MEDICINE,10.1007/s00134-020-05979-7,Critical care crisis and some recommendations during the COVID-19 epidemic in China,"作者:Xie, JF (Xie, Jianfeng)[ 1 ] ; Tong, ZH (Tong, Zhaohui)[ 2 ] ; Guan, XD (Guan, Xiangdong)[ 3 ] ; Du, B (Du, Bin)[ 4,5 ] ; Qiu, HB (Qiu, Haibo)[ 1 ] ; Slutsky, AS (Slutsky, Arthur S.)[ 6,7,8,9 ]",研究方向:General & Internal Medicine,"Ministry of Science and Technology, China",MAR 2020,"Southeast Univ, Zhongda Hosp, Sch Med, Dept Crit Care Med, Nanjing 210009, Jiangsu, Peoples R China.
Peking Union Med Coll, Peking Union Med Coll Hosp, Med ICU, Beijing 100730, Peoples R China.
Chinese Acad Med Sci, Beijing 100730, Peoples R China.
[ 1 ] Southeast Univ, Zhongda Hosp, Sch Med, Dept Crit Care Med, Nanjing 210009, Jiangsu, Peoples R China
[ 2 ] Capital Med Univ, Beijing Chao Yang Hosp, Beijing Inst Resp Med, Dept Resp & Crit Care Med, Beijing, Peoples R China
[ 3 ] Sun Yat Sen Univ, Affiliated Hosp 1, Dept Crit Care Med, Guangzhou 510080, Guangdong, Peoples R China
[ 4 ] Peking Union Med Coll, Peking Union Med Coll Hosp, Med ICU, Beijing 100730, Peoples R China
[ 5 ] Chinese Acad Med Sci, Beijing 100730, Peoples R China
[ 6 ] Univ Toronto, Li Ka Shing Knowledge Inst, Keenan Res Ctr, St Michaels Hosp, Toronto, ON, Canada
[ 7 ] Univ Toronto, Dept Med, Toronto, ON, Canada
[ 8 ] Univ Toronto, Dept Surg, Toronto, ON, Canada
[ 9 ] Univ Toronto, Dept Biomed Engn, Toronto, ON, Canada
"
